"Humcfs_id","chromosome_number","name","chrlocation","cytoband","type","frequency","gene_ensembl_id","gene_name","havana_transcript_id","gene_location","gene_orientation","exon_id","exon_number","gene_description","disease_description","miRNA_location","miRNA_strand","miRNA_id","miRNA_name","miRNA_derived","pmid"
"603","chromosome1","FRA1L","61300001-84900000","1p31","Aphidicolin","Common","ENSG00000137965","IFI44","OTTHUMT00000026829","78649832-78659428","+","ENSE00001283503, ENSE00001703520, ENSE00003558415, ENSE00003544750, ENSE00003559609, ENSE00001754757","6","interferon-induced protein 44","Influenza,Prostate carcinoma,Respiratory Syncytial Virus Infections,Rheumatoid Arthritis,Hepatitis C,Severe Combined Immunodeficiency,Seminoma,Human anaplasmosis due to Anaplasma phagocytophilum,Spinal Muscular Atrophy,Prostatic Hyperplasia,liposarcoma,Peripheral Neuropathy,Spontaneous abortion,Hepatitis C, Chronic,HIV Infections,Testicular Neoplasms,Malignant neoplasm of prostate","62078786-62078859","+","MI0014128","hsa-mir-3116-1","NA","20647332"
"604","chromosome1","FRA1L","61300001-84900000","1p31","Aphidicolin","Common","ENSG00000142875","PRKACB","OTTHUMT00000027653","84164912-84197812","+","ENSE00001674254, ENSE00003650407, ENSE00003559763, ENSE00003556692, ENSE00003627109, ENSE00003784231, ENSE00001718157","7","protein kinase, cAMP-dependent, catalytic, beta","Congenital adrenal hyperplasia,Malignant neoplasm of stomach,Adrenal Gland Neoplasms,Spot pigmented,Carney Complex,Prostatic Neoplasms,Cholangiocarcinoma,Cushing Syndrome,Adrenal Cortical Adenoma,Growth Hormone-Secreting Pituitary Adenoma,Adrenal hyperplasia,Biliary Tract Neoplasm,Acromegaly,Adrenal hypertrophy or hyperplasia,Malignant neoplasm of breast,Alzheimer's Disease,Brain Ischemia","63326925-63326984","-","MI0020345","hsa-mir-6068","NA","20647332"
"605","chromosome1","FRA1L","61300001-84900000","1p31","Aphidicolin","Common","ENSG00000132485","ZRANB2","OTTHUMT00000026637","71063337-71081011","-","ENSE00001905620, ENSE00003677070, ENSE00003530659, ENSE00000995751, ENSE00000995752, ENSE00000903865, ENSE00000903866, ENSE00000903867, ENSE00000903868, ENSE00000903869, ENSE00001176830","11","zinc finger, RAN-binding domain containing 2","Carcinoma, Papillary","77060180-77060202","+","MIMAT0028223","hsa-miR-7156-3p","MI0023616","20647332"
"606","chromosome1","FRA1L","61300001-84900000","1p31","Aphidicolin","Common","ENSG00000152763","WDR78","OTTHUMT00000388783","66837607-66862303","-","ENSE00002184716, ENSE00003616445, ENSE00002188160","3","WD repeat domain 78","Chronic Lymphocytic Leukemia,Small Lymphocytic Lymphoma,Leukemogenesis,Congenital chromosomal disease","77060143-77060202","+","MI0023616","hsa-mir-7156","NA","20647332"
"607","chromosome1","FRA1L","61300001-84900000","1p31","Aphidicolin","Common","ENSG00000137955","RABGGTB","OTTHUMT00000092541","75786231-75790113","+","ENSE00001852992, ENSE00003664662, ENSE00003461091, ENSE00001453714","4","Rab geranylgeranyltransferase, beta subunit","Tobacco Use Disorder","77060143-77060165","+","MIMAT0028222","hsa-miR-7156-5p","MI0023616","20647332"
"608","chromosome1","FRA1L","61300001-84900000","1p31","Aphidicolin","Common","ENSG00000162614","NEXN","OTTHUMT00000097551","77888662-77935919","+","ENSE00001802661, ENSE00001757634, ENSE00001650072, ENSE00001736505, ENSE00001798545, ENSE00001744111, ENSE00001717603, ENSE00003689396, ENSE00003632010, ENSE00001785238","10","nexilin (F actin binding protein)","Hypertrophic Cardiomyopathy,Cardiomyopathy, Dilated, 1CC,Heart failure,Coronary Arteriosclerosis,CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 20,Atrial Septal Defects,Tobacco Use Disorder,Vascular Diseases,Cardiomyopathies,Congestive heart failure,Neoplasm Metastasis,Cardiomyopathy, Hypertrophic, Familial,Coronary Artery Disease,Cardiomyopathy, Dilated,Coronary heart disease","66628440-66628517","+","MI0014130","hsa-mir-3117","NA","20647332"
"609","chromosome1","FRA1L","61300001-84900000","1p31","Aphidicolin","Common","ENSG00000036549","ZZZ3","OTTHUMT00000026616","77564888-77683419","-","ENSE00001453653, ENSE00003495024, ENSE00003647563, ENSE00003509063, ENSE00003569173, ENSE00003621900, ENSE00003531720, ENSE00003603857, ENSE00003678272, ENSE00003519504, ENSE00003508729, ENSE000013728","14","zinc finger, ZZ-type containing 3","Obesity","71067681-71067702","-","MIMAT0000456","hsa-miR-186-5p","MI0000483","20647332"
"610","chromosome1","FRA1L","61300001-84900000","1p31","Aphidicolin","Common","ENSG00000077254","USP33","OTTHUMT00000389054","77734357-77759689","-","ENSE00002149239, ENSE00000775131, ENSE00000775132, ENSE00000775133, ENSE00003631989, ENSE00003660413, ENSE00002201520, ENSE00002141119, ENSE00002188844","9","ubiquitin specific peptidase 33","Colorectal Cancer,Carcinoma of lung,Precursor Cell Lymphoblastic Leukemia Lymphoma,Malignant neoplasm of lung,Degenerative polyarthritis,Acute lymphocytic leukemia,Colorectal Carcinoma","65058477-65058498","-","MIMAT0004513","hsa-miR-101-5p","MI0000103","20647332"
"611","chromosome1","FRA1L","61300001-84900000","1p31","Aphidicolin","Common","ENSG00000122420","PTGFR","OTTHUMT00000026583","78303884-78539749","+","ENSE00001453573, ENSE00001453572, ENSE00002177701, ENSE00003615868","4","prostaglandin F receptor (FP)","Glaucoma, Open-Angle,Essential Hypertension,Dermatologic disorders,Intraocular pressure disorder,Connective Tissue Diseases,Fetal Diseases,Glaucoma,Glaucoma, Primary Open Angle,Infection,Tobacco Use Disorder,Airway Obstruction,Premature Birth,Adenocarcinoma,Inflammation,Pregnancy Complications, Hematologic,Ocular Hypertension,Musculoskeletal Diseases,Pulmonary Fibrosis,Endometriosis,Alzheimer's Disease,Idiopathic Pulmonary Fibrosis","64579847-64579923","+","MI0017441","hsa-mir-4794","NA","20647332"
"612","chromosome1","FRA1L","61300001-84900000","1p31","Aphidicolin","Common","ENSG00000213625","LEPROT","OTTHUMT00000025132","65420587-65436007","+","ENSE00003497275, ENSE00003644138, ENSE00000774050, ENSE00001902697","4","leptin receptor overlapping transcript","Arteriosclerosis,Lymphoma, Non-Hodgkin,Colorectal Cancer,Meningioma,Metabolic Syndrome X,Inflammation,Pituitary Diseases,HIV Infections,Malignant neoplasm of breast,Breast Carcinoma,Coronary heart disease,Lymphoma, Large-Cell, Follicular,Malignant neoplasm of prostate,Coronary Arteriosclerosis,Atherosclerosis,Overweight,Hyperparathyroidism,Sleep Apnea, Obstructive,Mental Retardation,Diabetes Mellitus, Non-Insulin-Dependent,Tumor Progression,Prostate carcinoma,Malignant tumor of colon,Metabolic Diseases,Colorectal Carcinoma,Malnutrition,Obesity, Morbid,Obesity,Dyslipidemias,Hypertensive disease,Epilepsy,Meningioma, benign, no ICD-O subtype,Impaired glucose tolerance,Colon Carcinoma,Osteoporosis","71067642-71067663","-","MIMAT0004612","hsa-miR-186-3p","MI0000483","20647332"
"613","chromosome1","FRA1L","61300001-84900000","1p31","Aphidicolin","Common","ENSG00000162604","TM2D1","OTTHUMT00000023630","61697509-61725133","-","ENSE00001454542, ENSE00003698924, ENSE00003697357, ENSE00003700344, ENSE00001454543","5","NA","NA","62078789-62078856","-","MI0014129","hsa-mir-3116-2","NA","20647332"
"614","chromosome1","FRA1L","61300001-84900000","1p31","Aphidicolin","Common","ENSG00000197568","HHLA3","OTTHUMT00000388830","70354805-70367911","+","ENSE00002165009, ENSE00003571319, ENSE00001796733","3","NA","NA","62078794-62078815","-","MIMAT00149781","hsa-miR-3116","MI0014129","20647332"
"615","chromosome1","FRA1L","61300001-84900000","1p31","Aphidicolin","Common","ENSG00000116675","DNAJC6","OTTHUMT00000468472","65254462-65392588","+","ENSE00001955332, ENSE00003639930, ENSE00003473624, ENSE00003549119, ENSE00003545270, ENSE00003496020, ENSE00003596146, ENSE00003623737, ENSE00003477123, ENSE00003580468, ENSE00003665399, ENSE000019004","12","DnaJ (Hsp40) homolog, subfamily C, member 6","Cerebrovascular accident,Cerebral Hemorrhage,Rheumatoid Arthritis,Epilepsy,PARKINSON DISEASE 19, JUVENILE-ONSET,Parkinsonism, Juvenile,Follicular thyroid carcinoma,Schizophrenia,Breast Carcinoma,Mental Retardation,Parkinsonian Disorders,Obesity,Malignant neoplasm of breast,Subarachnoid Hemorrhage,Thromboembolism,Intracranial Hemorrhages","NA","NA","NA","NA","NA","20647332"
"616","chromosome1","FRA1L","61300001-84900000","1p31","Aphidicolin","Common","ENSG00000117114","ADGRL2","OTTHUMT00000027192","81306166-81991368","+","ENSE00001453466, ENSE00001453465, ENSE00001453464, ENSE00001411635, ENSE00003552990, ENSE00003549590, ENSE00003494247, ENSE00001240189, ENSE00001240179, ENSE00000830796, ENSE00000830798, ENSE000012401","25","NA","NA","NA","NA","NA","NA","NA","20647332"
"617","chromosome1","FRA1L","61300001-84900000","1p31","Aphidicolin","Common","ENSG00000116678","LEPR","OTTHUMT00000025279","65565546-65626234","+","ENSE00003459486, ENSE00003576938, ENSE00003547600, ENSE00003671220, ENSE00003652322, ENSE00003585777, ENSE00003575758, ENSE00003664750, ENSE00003690482, ENSE00003528068, ENSE00003683686, ENSE000012950","18","leptin receptor","Somatotropin deficiency,Lupus Erythematosus, Systemic,Bladder Neoplasm,Weight Loss Adverse Event,Neoplasms, Intracranial,Pregnancy in Diabetics,Obesity, Abdominal,Pituitary Neoplasms,HIV Infections,Mammary Neoplasms,Coronary heart disease,Glomerulosclerosis (disorder),Nasal Polyps,Myeloid Leukemia, Chronic,Overweight,Cardiovascular Diseases,Gestational Diabetes,Endometrial Carcinoma,Sleep Apnea, Obstructive,Precancerous Conditions,Myocardial Infarction,Weight Gain Adverse Event,Hyperphagia,Malignant tumor of colon,Amebiasis,Noninfiltrating Intraductal Carcinoma,Respiratory Tract Infections,LEPTIN RECEPTOR DEFICIENCY,Prostatic Neoplasms,Inborn Errors of Metabolism,Nephrotic Syndrome,Multiple Myeloma,Pathologic Neovascularization,Granulomatosis,Leukemia, Myelocytic, Acute,Diabetes Mellitus,Obesity,Mental disorders,Weight Gain,Albuminuria,Sleep Apnea Syndromes,Meningioma, benign, no ICD-O subtype,Tobacco Use Disorder,Colonic Neoplasms,Alzheimer Disease, Late Onset,Impaired glucose toleran","NA","NA","NA","NA","NA","20647332"
"618","chromosome1","FRA1L","61300001-84900000","1p31","Aphidicolin","Common","ENSG00000184588","PDE4B","OTTHUMT00000025189","65793181-66373504","+","ENSE00001777645, ENSE00001454221, ENSE00001314677, ENSE00001295605, ENSE00003614636, ENSE00003531813, ENSE00003687104, ENSE00003566634, ENSE00001321190, ENSE00003670692, ENSE00003669256, ENSE000013113","17","phosphodiesterase 4B, cAMP-specific","Lingual-Facial-Buccal Dyskinesia,Asthma,Colorectal Cancer,Diffuse Large B-Cell Lymphoma,Unipolar Depression,Autistic Disorder,Chronic Lymphocytic Leukemia,Neutropenia,Arsenic Poisoning,Dyskinesia, Drug-Induced,Dermatologic disorders,Autoimmune thyroid disease,Mental Depression,Amyotrophic Lateral Sclerosis,Myocardial Ischemia,Amphetamine-Related Disorders,Tardive Dyskinesia,Multiple Sclerosis,Respiration Disorders,Leukopenia,Systemic arterial pressure,B-Cell Lymphomas,Carotid Artery Diseases,Major Depressive Disorder,Fibrinogen Adverse Event,Leukemia, Myelocytic, Acute,Colorectal Carcinoma,Depressive disorder,Mental disorders,Blood pressure finding,Bipolar Disorder,Tobacco Use Disorder,Schizophrenia,Staphylococcus aureus infection,Alcoholic Intoxication, Chronic","NA","NA","NA","NA","NA","20647332"
"619","chromosome1","FRA1L","61300001-84900000","1p31","Aphidicolin","Common","ENSG00000177414","UBE2U","OTTHUMT00000473194","64214815-64267368","+","ENSE00001277656, ENSE00003624107, ENSE00003622343, ENSE00003640139, ENSE00003787158, ENSE00001454295","6","NA","NA","NA","NA","NA","NA","NA","20647332"
"620","chromosome1","FRA1L","61300001-84900000","1p31","Aphidicolin","Common","ENSG00000024526","DEPDC1","OTTHUMT00000025516","68486941-68497082","-","ENSE00001928982, ENSE00003618792, ENSE00003469993, ENSE00003523033, ENSE00002204765","5","DEP domain containing 1","Liver carcinoma,Carcinoma of bladder,Carcinogenesis,Invasive Ductal Breast Carcinoma,Tobacco Use Disorder,Malignant neoplasm of testis,Malignant neoplasm of urinary bladder","NA","NA","NA","NA","NA","20647332"
"621","chromosome1","FRA1L","61300001-84900000","1p31","Aphidicolin","Common","ENSG00000154027","AK5","OTTHUMT00000092214","77283079-77297856","+","ENSE00001898657, ENSE00003646913, ENSE00003526108, ENSE00003516281, ENSE00001877016","5","adenylate kinase 5","Tobacco Use Disorder,Amphetamine-Related Disorders","NA","NA","NA","NA","NA","20647332"
"622","chromosome1","FRA1L","61300001-84900000","1p31","Aphidicolin","Common","ENSG00000116791","CRYZ","OTTHUMT00000026562","74707105-74733061","-","ENSE00001453798, ENSE00000774939, ENSE00000774940, ENSE00000956978, ENSE00003478858, ENSE00001312257, ENSE00001417149, ENSE00001420958","8","crystallin, zeta (quinone reductase)","Diabetes Mellitus, Insulin-Dependent,Cervix carcinoma,Malignant neoplasm of thyroid,Malignant neoplasm of esophagus,Malignant neoplasm of kidney,Bilateral cataracts (disorder),Coronary heart disease,Esophageal Neoplasms,Malignant tumor of colon,Biliary Tract Cancer,Mood Disorders,Pancreatic carcinoma,Leukemia, Myelocytic, Acute,Diabetes Mellitus,Multiple Sclerosis,Optic Atrophy, Hereditary, Leber,Myeloid Leukemia,Malignant tumor of cervix,Squamous cell carcinoma of the head and neck,Colorectal Cancer,Prostate carcinoma,Malignant Childhood Neoplasm,Malignant neoplasm of skin,Acute leukemia,Malignant neoplasm of breast,Ischemia,Breast Carcinoma,Carcinoma of bladder,Neuroblastoma,Adenocarcinoma of prostate,Precursor Cell Lymphoblastic Leukemia Lymphoma,Renal Cell Carcinoma,Acute lymphocytic leukemia,Central neuroblastoma,Carcinogenicity,Anemia, Sickle Cell,Colon Carcinoma,Colorectal Carcinoma,Chromosome 8, trisomy,Stomach Carcinoma,Non-Small Cell Lung Carcinoma,Barrett Esophagus,Esophagea","NA","NA","NA","NA","NA","20647332"
"623","chromosome1","FRA1L","61300001-84900000","1p31","Aphidicolin","Common","ENSG00000050628","PTGER3","OTTHUMT00000483963","70852353-71047808","-","ENSE00003775357, ENSE00001426446, ENSE00002025494","3","prostaglandin E receptor 3 (subtype EP3)","Substance Withdrawal Syndrome,Arteriosclerosis,Asthma,Pre-Eclampsia,Prostate carcinoma,Stomach Carcinoma,Liver and Intrahepatic Biliary Tract Carcinoma,Malignant neoplasm of stomach,Adenocarcinoma,Inflammation,Hypertension, Renovascular,Neoplasm Metastasis,Carcinoma, Lewis Lung,Tobacco Use Disorder,Dermatologic disorders,Fetal Growth Retardation,Malignant neoplasm of prostate,Fetal Membranes, Premature Rupture,Connective Tissue Diseases,Myocardial Reperfusion Injury,Coughing,Atherosclerosis,Schizophrenia,Infection,Hyperalgesia,Pregnancy Complications, Hematologic,Carcinogenesis,Epithelial ovarian cancer,Alzheimer's Disease,polyps,Malignant neoplasm of liver,Malignant tumor of colon,Fetal Diseases,Infection of amniotic sac and membranes, unspecified, unspecified trimester, not applicable or unspecified,Thrombosis,Drug Allergy,Premature Birth,Musculoskeletal Diseases,Urinary Bladder Diseases,Polycystic Ovary Syndrome,Chorioamnionitis,Adenomatous Polyposis Coli,Peptic Ulcer,Astrocytoma,Ed","NA","NA","NA","NA","NA","20647332"
"624","chromosome1","FRA1L","61300001-84900000","1p31","Aphidicolin","Common","ENSG00000203943","SAMD13","OTTHUMT00000027247","84325680-84389957","+","ENSE00001619456, ENSE00001737421, ENSE00001662349","3","NA","NA","NA","NA","NA","NA","NA","20647332"
"625","chromosome1","FRA1L","61300001-84900000","1p31","Aphidicolin","Common","ENSG00000142856","ITGB3BP","OTTHUMT00000037243","63440773-63523194","-","ENSE00001170346, ENSE00003580094, ENSE00003528241, ENSE00003486286, ENSE00003493105, ENSE00003610401, ENSE00003628191, ENSE00003534292, ENSE00001454338, ENSE00001431299","10","integrin beta 3 binding protein (beta3-endonexin)","Malignant neoplasm of prostate,Malignant neoplasm of breast,Prostate carcinoma,Mammary Neoplasms,Tobacco Use Disorder,Neoplasm Metastasis,Endometriosis,Breast Carcinoma","NA","NA","NA","NA","NA","20647332"
"626","chromosome1","FRA1L","61300001-84900000","1p31","Aphidicolin","Common","ENSG00000117133","RPF1","OTTHUMT00000027239","84479259-84483330","+","ENSE00001453247, ENSE00001162539, ENSE00001453246","3","NA","NA","NA","NA","NA","NA","NA","20647332"
"627","chromosome1","FRA1L","61300001-84900000","1p31","Aphidicolin","Common","ENSG00000162616","DNAJB4","OTTHUMT00000098621","77980184-78013355","+","ENSE00001653750, ENSE00001756125, ENSE00001703206","3","DnaJ (Hsp40) homolog, subfamily B, member 4","Tumor Progression,Liver carcinoma,Malignant neoplasm of stomach,Rheumatoid Arthritis,Carcinogenesis,cancer recurrence,Malignant neoplasm of lung,Stomach Carcinoma,Carcinoma of lung,Neoplasm Metastasis,Adenocarcinoma of lung (disorder),Non-Small Cell Lung Carcinoma,Lung Neoplasms,Hereditary Diffuse Gastric Cancer","NA","NA","NA","NA","NA","20647332"
"628","chromosome1","FRA1L","61300001-84900000","1p31","Aphidicolin","Common","ENSG00000132849","PATJ","OTTHUMT00000024681","61908455-61991779","+","ENSE00003788556, ENSE00003522923, ENSE00003578001, ENSE00003661259, ENSE00001854549","5","NA","NA","NA","NA","NA","NA","NA","20647332"
"629","chromosome1","FRA1L","61300001-84900000","1p31","Aphidicolin","Common","ENSG00000116641","DOCK7","OTTHUMT00000488206","62542637-62561634","-","ENSE00003786272, ENSE00000956715, ENSE00000906217, ENSE00001390793, ENSE00001365553, ENSE00003788506","6","dedicator of cytokinesis 7","Platelet Storage Pool Deficiency,Non-Neoplastic Disorder,Glioblastoma,EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 23,Tobacco Use Disorder,Blindness, Cortical,Epileptic encephalopathy","NA","NA","NA","NA","NA","20647332"
"630","chromosome1","FRA1L","61300001-84900000","1p31","Aphidicolin","Common","ENSG00000185483","ROR1","OTTHUMT00000025002","63774043-64181498","+","ENSE00001454305, ENSE00003559494, ENSE00003553651, ENSE00003516915, ENSE00003538526, ENSE00003746077, ENSE00003735973, ENSE00003719568, ENSE00001454303","9","receptor tyrosine kinase-like orphan receptor 1","Breast adenocarcinoma,Metabolic Syndrome X,Stomach Carcinoma,Neoplasm, Residual,Chronic Lymphocytic Leukemia,Non-Small Cell Lung Carcinoma,Teratocarcinoma,Malignant neoplasm of kidney,Malignant neoplasm of breast,Nephroblastoma,melanoma,Precursor Cell Lymphoblastic Leukemia Lymphoma,Renal carcinoma,Acute lymphocytic leukemia,Ovarian Carcinoma,Progressive Neoplastic Disease,Carcinogenesis,leukemia,Sleeplessness,Malignant lymphoma, lymphocytic, intermediate differentiation, diffuse,Precursor B-cell lymphoblastic leukemia,Leukemia, Lymphocytic, Acute, L1,Rhabdoid Tumor of the Kidney,Non-Neoplastic Disorder,Bipolar Disorder,Malignant neoplasm of ovary,Tobacco Use Disorder,Schizophrenia,Adenocarcinoma of lung (disorder),Progressive cGVHD","NA","NA","NA","NA","NA","20647332"
"631","chromosome1","FRA1L","61300001-84900000","1p31","Aphidicolin","Common","ENSG00000171517","LPAR3","OTTHUMT00000027467","84811602-84866159","-","ENSE00001717019, ENSE00001453154","2","lysophosphatidic acid receptor 3","Squamous cell carcinoma,Asthma,Neurodegenerative Disorders,Heart failure,Huntington Disease,Cervix carcinoma,Prostate carcinoma,Blood Coagulation Disorders,HIV Infections,Malignant neoplasm of breast,Ischemia,Breast Carcinoma,Colorectal Cancer,Tumor Angiogenesis,melanoma,Taste bitter,Mental disorders,Diabetes Mellitus, Insulin-Dependent,Severe Combined Immunodeficiency,Degenerative polyarthritis,Conn Syndrome,Carcinogenesis,Ovarian Carcinoma,Diabetes Mellitus, Non-Insulin-Dependent,Tumor Progression,Liver carcinoma,Neuroendocrine Tumors,Malignant tumor of colon,Rheumatoid Arthritis,Malignant neoplasm of prostate,Prostatic Neoplasms,Colon Carcinoma,Acth-Independent Macronodular Adrenal Hyperplasia,Pancreatic carcinoma,Cancer Cell Growth,Colorectal Carcinoma,Gastroesophageal reflux disease,Obesity,Endometriosis,ovarian neoplasm,Albinism,Malignant neoplasm of ovary,Glioblastoma,Congestive heart failure,Malignant tumor of cervix,Liver neoplasms","NA","NA","NA","NA","NA","20647332"
